custId,amount,total
C3211815,500.00,1
C3211852,105.00,1
C3212025,750.00,1
C3212253,50.00,1
C3212354,30.00,1
C3212485,3800.00,1
C3212860,150.00,1
C3213458,175.00,1
C3213524,1182.00,1
C3213538,1934.00,1
C3213624,1000.00,1
C3213779,469.00,1
C3213819,30.00,1
C3213978,4000.00,1
C3214051,300.00,1
C3214352,1000.00,1
C3214374,16.71,1
C3214391,13.36,1
C3214620,363.00,1
C3214667,627.00,1
C3214688,19.00,1
C3214843,458.00,1
C3214939,364.00,1
C3215222,100.00,1
C3215229,998.23,1
C3215328,1176.00,1
C3215421,37.00,1
C3215636,3391.00,1
C3215657,500.00,1
C3215957,1637.66,1
C3216043,3240.00,1
C3216133,1916.33,1
C3216535,2700.00,1
C3216545,256.00,1
C3216749,360.00,1
C3216847,60.00,1
C3216968,347.00,1
C3217124,1416.00,1
C3217247,50.00,1
C3217264,1350.00,1
C3217457,1455.00,1
C3217686,4500.00,1
C3217844,1631.38,1
C3218361,397.50,1
C3218527,1250.00,1
C3218613,25.00,1
C3218844,3962.65,1
C3218934,24.00,1
C3219056,625.00,1
C3219156,50.00,1
C3219357,130.00,1
C3219381,2500.00,1
C3219881,200.00,1
C3219912,248.00,1
C3220386,1917.26,1
C3220470,295.00,1
C3220759,1499.00,1
C3220772,600.00,1
C3221222,2205.99,1
C3221316,500.00,1
C3221713,635.58,1
C3221720,600.00,1
C3221772,1000.00,1
C3221836,20.00,1
C3221858,120.00,1
C3221955,20000.00,1
C3221991,300.00,1
C3222044,580.00,1
C3222226,20.00,1
C3222263,970.00,1
C3222721,354.00,1
C3223425,718.00,1
C3223625,1004.00,1
C3223643,141.00,1
C3223833,1854.00,1
C3224012,1574.95,1
C3224115,2475.00,1
C3224238,23.00,1
C3224251,900.00,1
C3224323,50.00,1
C3225655,18.97,1
C3225688,28065.00,1
C3225767,500.00,1
C3225873,100.00,1
C3225913,295.00,1
C3226281,30.00,1
C3226469,100.00,1
C3226782,230.00,1
C3226785,271.42,1
C3226851,30.00,1
C3226867,1512.75,1
C3227459,1390.00,1
C3227864,8010.00,1
C3227915,24899.00,1
C3227962,75.75,1
C3228435,5000.00,1
C3228744,100.00,1
C3228832,200.00,1
C3228835,100.00,1
C3228855,200.00,1
C3228960,800.00,1
C3229411,600.00,1
C3229414,2250.00,1
C3229436,1900.00,1
C3229516,20.00,1
C3229545,50.00,1
C3229628,495.00,1
C3229650,10.00,1
C3229763,2497.00,1
C3229866,155.00,1
C3229929,34.00,1
C3230053,150.00,1
C3230172,200.00,1
C3230382,1584.00,1
C3230636,100.00,1
C3230689,1.00,1
C3230764,219.00,1
C3230792,50.00,1
C3230884,271.20,1
C3230934,101.15,1
C3230966,170.00,1
C3231148,34500.00,1
C3231160,370.00,1
C3231472,81.00,1
C3231531,135.00,1
C3231556,370.00,1
C3231613,1609.00,1
C3231669,498.00,1
C3231818,30.00,1
C3231839,100.00,1
C3232235,253.00,1
C3232364,158.00,1
C3232585,130.00,1
C3232612,877.00,1
C3232618,3700.00,1
C3232719,1940.00,1
C3232985,566.00,1
C3233011,56.00,1
C3233067,1000.00,1
C3233158,10.00,1
C3233218,450.00,1
C3233389,1216.00,1
C3233466,7700.00,1
C3233573,1500.00,1
C3233644,251.00,1
C3233979,1000.00,1
C3234011,100.00,1
C3234060,45.00,1
C3234137,234.50,1
C3234549,600.90,1
C3234578,797.21,1
C3235083,2481.00,1
C3235125,1000.00,1
C3235190,1045.00,1
C3235223,100.00,1
C3235418,297.00,1
C3235472,500.00,1
C3235550,375.29,1
C3236066,97.00,1
C3236265,132.50,1
C3236267,1699.00,1
C3236313,344.00,1
C3236446,105.00,1
C3236515,194.00,1
C3236676,1010.00,1
C3236738,478.00,1
C3236753,200.00,1
C3236817,30.00,1
C3237211,377.00,1
C3237243,300.00,1
C3237455,249.90,1
C3237770,1511.00,1
C3237863,343.00,1
C3238181,2304.52,1
C3238249,3999.00,1
C3238581,270.00,1
C3238862,75.00,1
C3238863,200.00,1
C3238865,820.00,1
C3239017,2500.00,1
C3239319,1000.00,1
C3239778,5000.00,1
C3239940,500.00,1
C3239959,149.00,1
C3240139,3500.00,1
C3240222,1299.00,1
C3240474,1000.00,1
C3240529,70.00,1
C3240621,100.00,1
C3240713,611.00,1
C3240752,400.00,1
C3240856,441.45,1
C3240888,550.00,1
C3241112,100.00,1
C3241319,307.00,1
C3241343,4321.61,1
C3241436,100.00,1
C3241638,1500.00,1
C3241749,270.00,1
C3241755,800.00,1
C3242181,1000.00,1
C3242189,147.00,1
C3242451,390.00,1
C3242543,1355.72,1
C3242672,860.00,1
C3242936,1391.00,1
C3243019,219.00,1
C3245445,600.23,1
C3246946,1121.00,1
C3247727,1074.46,1
C3247838,450.00,1
C3249847,1740.00,1
C3253135,92.00,1
C3258636,3680.00,1
C3261176,47.00,1
C3261481,1000.00,1
C3261646,705.00,1
C3262114,190.00,1
C3264491,150.00,1
C3267420,710.00,1
C3269690,1671.00,1
C3269817,40.00,1
C3271831,1670.00,1
C3272964,680.00,1
C3272968,210.00,1
C3274318,9965.00,1
C3275218,50.00,1
C3275592,110.00,1
C3279650,20.00,1
C3279674,438.00,1
C3279847,2200.00,1
C3283357,200.00,1
C3284268,200.00,1
C3290115,1090.00,1
C3290566,700.00,1
C3292450,10.93,1
C3292984,9290.00,1
C3293845,1483.00,1
C3294457,2500.00,1
C3295583,3069.30,1
C3295928,230.00,1
C3297019,6897.00,1
C3297982,750.00,1
C3310060,646.00,1
C3310149,420.00,1
C3310155,559.20,1
C3310172,480.00,1
C3310254,1399.00,1
C3310277,1627.00,1
C3310631,60.00,1
C3310668,100.00,1
C3310832,27604.00,1
C3311047,250.00,1
C3311056,21.00,1
C3311076,500.00,1
C3311211,1780.00,1
C3311317,1266.00,1
C3311376,100.00,1
C3311537,100.00,1
C3311627,369.00,1
C3311818,847.43,1
C3312139,716.28,1
C3312345,50.00,1
C3312376,1798.00,1
C3312386,162.52,1
C3312534,1498.00,1
C3313211,20.00,1
C3313246,293.00,1
C3313355,20.00,1
C3313430,442.00,1
C3313450,10.00,1
C3313591,349.00,1
C3313644,399.00,1
C3313887,2212.59,1
C3314092,600.00,1
C3314153,4001.00,1
C3314443,250.00,1
C3314837,70.00,1
C3315265,200.00,1
C3315627,253.00,1
C3315840,120.00,1
C3316121,50.00,1
C3316257,1.00,1
C3316563,50.00,1
C3316765,21874.05,1
C3316776,350.00,1
C3316831,60.00,1
C3316840,550.00,1
C3317178,1938.00,1
C3317538,95.00,1
C3317724,364.00,1
C3317737,55.00,1
C3317931,100.00,1
C3317990,4395.00,1
C3318059,1442.00,1
C3318122,500.00,1
C3318438,350.00,1
C3318552,201.00,1
C3318713,300.00,1
C3318763,344.00,1
C3318944,214.00,1
C3319068,2.00,1
C3319144,100.00,1
C3319425,2.00,1
C3319723,50.00,1
C3319970,76.00,1
C3320035,23.00,1
C3320071,1316.00,1
C3320153,483.60,1
C3320268,2.00,1
C3320375,303.00,1
C3320621,700.00,1
C3320832,2570.37,1
C3320911,479.00,1
C3320963,479.00,1
C3320966,2.78,1
C3321119,2000.00,1
C3321127,37.00,1
C3321375,100.00,1
C3321388,500.00,1
C3321412,272.00,1
C3321664,120.00,1
C3321847,2107.46,1
C3322021,2400.00,1
C3322446,1125.00,1
C3322466,50.00,1
C3322648,1000.00,1
C3322668,1000.00,1
C3322784,236.00,1
C3323080,1350.00,1
C3323088,100.00,1
C3323146,1500.00,1
C3323176,1850.00,1
C3323352,1898.00,1
C3323453,1725.00,1
C3323519,295.00,1
C3323543,1230.00,1
C3323689,190.00,1
C3323812,2099.99,1
C3323817,1400.00,1
C3323824,490.00,1
C3324148,489.00,1
C3324267,3150.00,1
C3324579,101.00,1
C3324767,215.00,1
C3325022,375.00,1
C3325132,906.00,1
C3325413,265.00,1
C3325982,350.00,1
C3325992,1730.00,1
C3326018,250.00,1
C3326221,876.80,1
C3326320,1249.00,1
C3326518,3006.00,1
C3326716,5083.00,1
C3326820,38399.04,1
C3326921,54.46,1
C3327011,2556.65,1
C3327068,308.00,1
C3327232,1685.00,1
C3327362,1894.01,1
C3327444,170.00,1
C3327515,721.00,1
C3327542,200.00,1
C3327959,50.00,1
C3328230,711.47,1
C3328344,658.20,1
C3328460,311.00,1
C3328525,1000.00,1
C3328547,7400.00,1
C3328688,560.00,1
C3328689,180.31,1
C3328970,5531.00,1
C3329217,1120.00,1
C3329466,249.00,1
C3330213,200.00,1
C3330591,231.00,1
C3330757,3060.08,1
C3330759,500.00,1
C3330779,328.00,1
C3331042,20.00,1
C3331064,314.35,1
C3331119,4488.00,1
C3331126,1000.00,1
C3331173,900.00,1
C3331264,1299.00,1
C3331540,50.00,1
C3331631,78.00,1
C3331742,867.00,1
C3331759,50.00,1
C3331814,300.00,1
C3331842,250.00,1
C3331848,60.00,1
C3331864,100.00,1
C3332116,70.00,1
C3332367,118.00,1
C3332534,34.00,1
C3332728,29.00,1
C3333217,200.00,1
C3333436,2000.00,1
C3333570,1695.00,1
C3333862,250.00,1
C3334031,50.00,1
C3334136,60.00,1
C3334245,179.00,1
C3334332,67.00,1
C3334361,40.00,1
C3334542,456.00,1
C3334738,5785.00,1
C3334952,120.00,1
C3335075,294.00,1
C3335091,200.00,1
C3335162,140.00,1
C3335177,25000.00,1
C3335411,100.00,1
C3335513,1224.00,1
C3335615,2431.00,1
C3336083,287.00,1
C3336161,480.00,1
C3336187,327.00,1
C3336372,470.00,1
C3336480,349.00,1
C3336649,50.00,1
C3336845,250.00,1
C3337060,313.00,1
C3337111,60.00,1
C3337221,515.00,1
C3337380,200.00,1
C3337386,200.00,1
C3337447,100742.00,1
C3337478,675.00,1
C3337543,50.00,1
C3337556,50.00,1
C3338079,200.00,1
C3338183,387.00,1
C3338731,1336.00,1
C3338971,799.00,1
C3338972,431.00,1
C3338979,423.66,1
C3339077,888.00,1
C3339147,269.50,1
C3339166,1211.00,1
C3339170,176.00,1
C3339182,130.00,1
C3339239,0.00,1
C3339553,400.00,1
C3339671,147.00,1
C3339913,5791.82,1
C3340060,1004.00,1
C3340131,1114.49,1
C3340448,2131.00,1
C3340780,155.00,1
C3340867,169.00,1
C3340942,103.00,1
C3341367,922.00,1
C3341546,943.40,1
C3341836,312.65,1
C3342238,70.00,1
C3342981,220.00,1
C3345760,28.00,1
C3348030,253.00,1
C3348039,185.00,1
C3348634,25.00,1
C3351184,1.00,1
C3353325,480.00,1
C3354411,836.30,1
C3354433,560.00,1
C3354631,600.00,1
C3357243,340.00,1
C3357591,1.00,1
C3357661,310.00,1
C3359314,1.00,1
C3360945,1500.00,1
C3362266,426.00,1
C3362885,400.00,1
C3363484,305.00,1
C3364868,33.00,1
C3366241,595.00,1
C3367052,1750.00,1
C3367474,1399.00,1
C3367587,300.00,1
C3368081,200.00,1
C3368270,1870.00,1
C3368321,695.00,1
C3369565,155.00,1
C3369850,500.00,1
C3370326,250.00,1
C3370634,102.00,1
C3372640,819.00,1
C3373556,1902.89,1
C3376227,4930.00,1
C3377732,250.00,1
C3379035,1930.00,1
C3379589,410.00,1
C3379850,10000.00,1
C3381480,10419.83,1
C3381674,551.00,1
C3383322,200.00,1
C3384887,500.00,1
C3388253,590.00,1
C3388491,49.00,1
C3389870,79.00,1
C3392532,100.00,1
C3393885,1860.00,1
C3394239,245.00,1
C3395834,1216.56,1
C3396471,7990.00,1
C3398843,768.00,1
C3399532,50.00,1
C3410031,3611.88,1
C3410052,1400.00,1
C3410339,197.00,1
C3410519,500.00,1
C3410768,249.00,1
C3410967,300.00,1
C3411370,154.00,1
C3411470,500.00,1
C3411488,55.00,1
C3411560,200.00,1
C3411585,599.00,1
C3411844,50.00,1
C3411911,400.00,1
C3411945,2759.00,1
C3412654,496.00,1
C3413327,3625.00,1
C3413516,920.00,1
C3413640,298.78,1
C3414018,1330.00,1
C3414170,156.00,1
C3414236,510.00,1
C3414351,200.00,1
C3414613,200.00,1
C3414654,100.00,1
C3414687,321.00,1
C3414959,274.33,1
C3415183,2585.00,1
C3415440,1000.00,1
C3416041,2000.00,1
C3416574,260.00,1
C3416914,760.67,1
C3416986,1000.00,1
C3417049,799.00,1
C3417135,200.00,1
C3417166,540.00,1
C3417169,38.00,1
C3417211,320.00,1
C3417412,2000.00,1
C3417463,169.00,1
C3417685,1834.90,1
C3418127,863.38,1
C3418265,400.00,1
C3418357,27.00,1
C3418966,210.00,1
C3419041,280.00,1
C3419062,100.00,1
C3419723,770.00,1
C3419882,1850.00,1
C3419935,812.00,1
C3420049,1000.00,1
C3420139,118.00,1
C3420169,540.00,1
C3420186,10.00,1
C3420376,636.30,1
C3420527,1600.00,1
C3420587,30.00,1
C3420717,500.00,1
C3420757,105.00,1
C3420772,2240.01,1
C3420814,775.00,1
C3420824,1000.00,1
C3420843,149.00,1
C3420875,499.58,1
C3421111,199.00,1
C3421239,3208.00,1
C3421889,649.00,1
C3421948,550.00,1
C3422133,100.00,1
C3422539,521.00,1
C3422575,100.00,1
C3422765,163.00,1
C3422776,400.00,1
C3423166,280.00,1
C3423188,150.00,1
C3423279,800.00,1
C3423361,7280.00,1
C3423377,190.00,1
C3423586,1547.00,1
C3423678,1000.00,1
C3423720,370.00,1
C3424065,333.00,1
C3424418,340.00,1
C3424553,1310.00,1
C3424577,837.13,1
C3424671,8.00,1
C3424679,98.00,1
C3424867,203.45,1
C3424946,7960.00,1
C3424969,2708.00,1
C3425233,110.00,1
C3425333,1489.26,1
C3425527,253.00,1
C3425716,1200.00,1
C3425863,3913.00,1
C3425946,115.00,1
C3425974,421.75,1
C3426241,500.00,1
C3426361,70.00,1
C3426423,20.00,1
C3426491,320.00,1
C3426528,100.00,1
C3426568,1097.00,1
C3426645,147.00,1
C3426658,2811.00,1
C3426861,200.00,1
C3426967,1218.00,1
C3427078,890.00,1
C3427187,1249.65,1
C3428270,100.00,1
C3428582,365.00,1
C3428760,1000.00,1
C3428841,95.00,1
C3428863,1305.00,1
C3428937,2700.00,1
C3429247,2500.00,1
C3429273,198.00,1
C3429567,1710.00,1
C3429818,1.00,1
C3429874,20.00,1
C3429985,2700.00,1
C3430262,300.00,1
C3430279,809.20,1
C3430348,539.10,1
C3430428,700.00,1
C3430748,270.00,1
C3430766,100.00,1
C3430775,1555.00,1
C3430963,2860.00,1
C3431140,155.00,1
C3431263,478.80,1
C3431346,330.00,1
C3431358,2030.00,1
C3431386,1698.00,1
C3431529,38.00,1
C3431670,1330.00,1
C3432359,1869.21,1
C3432376,50.00,1
C3432411,71.00,1
C3433278,1310.00,1
C3433336,1139.28,1
C3433519,143.00,1
C3433585,1512.94,1
C3433724,714.00,1
C3433925,6883.01,1
C3433962,25.00,1
C3434263,100.00,1
C3434492,850.00,1
C3434883,20.00,1
C3435917,1494.00,1
C3436146,561.00,1
C3436249,25.00,1
C3436313,206.62,1
C3436619,200.00,1
C3436747,358.00,1
C3436752,185.00,1
C3437084,50.00,1
C3437273,4000.00,1
C3437427,95000.00,1
C3437678,1360.00,1
C3437887,100.00,1
C3437921,171.00,1
C3437985,30.00,1
C3438423,180.00,1
C3438732,2647.00,1
C3438818,401.00,1
C3438841,4770.00,1
C3438844,50.00,1
C3438875,540.00,1
C3439041,950.00,1
C3439549,49.00,1
C3439611,683.00,1
C3439742,253.00,1
C3439923,1792.00,1
C3440122,900.00,1
C3440151,1000.00,1
C3440159,400.00,1
C3440218,1280.00,1
C3440251,30.00,1
C3440256,900.00,1
C3440277,30.00,1
C3440425,7349.00,1
C3440760,20.00,1
C3440776,460.00,1
C3440854,50.00,1
C3440958,500.00,1
C3441137,975.00,1
C3441318,3380.00,1
C3441513,195.00,1
C3441523,115.00,1
C3441625,100.00,1
C3441663,1500.00,1
C3441884,107900.00,1
C3441966,59.00,1
C3442091,425.00,1
C3442447,513.61,1
C3442468,210.00,1
C3442481,842.00,1
C3442754,96.00,1
C3442924,500.00,1
C3444083,358.80,1
C3447244,451.41,1
C3450576,47.00,1
C3450579,45.00,1
C3452340,710.00,1
C3453661,346.00,1
C3455142,2200.00,1
C3457564,1.00,1
C3458320,1007.40,1
C3459644,1090.00,1
C3459658,270.00,1
C3461070,60.00,1
C3461261,200.00,1
C3462120,190.00,1
C3462615,1890.00,1
C3462829,530.00,1
C3463382,202.00,1
C3464863,5195.00,1
C3465652,50.00,1
C3467231,361.00,1
C3470039,116.00,1
C3471191,500.00,1
C3471732,229.00,1
C3474041,2942.00,1
C3475024,13886.00,1
C3475769,5560.00,1
C3479160,250.00,1
C3480125,4739.00,1
C3480253,3688.00,1
C3480264,899.40,1
C3483062,555.00,1
C3487729,5045.00,1
C3488737,200.00,1
C3488876,180.00,1
C3489253,84.00,1
C3490554,109.00,1
C3493958,1637.10,1
C3498260,730.00,1
C3499244,37.00,1
C3499922,519.00,1
C3510170,20.00,1
C3510328,19.00,1
C3510447,1910.00,1
C3510491,588.00,1
C3510570,100.00,1
C3510653,85.00,1
C3510846,270.00,1
C3511014,1260.00,1
C3511177,2033.00,1
C3511415,1600.00,1
C3511756,9922.50,1
C3511925,1007.00,1
C3511957,5393.45,1
C3511969,525.00,1
C3511987,224.00,1
C3512223,1201.00,1
C3512235,400.00,1
C3512362,149.00,1
C3512426,200.00,1
C3512517,150.00,1
C3512590,500.00,1
C3512677,583.00,1
C3512712,2900.00,1
C3512848,147.00,1
C3513042,100.00,1
C3513050,289.69,1
C3513092,2332.04,1
C3513213,1000.00,1
C3513237,1889.34,1
C3513477,114.00,1
C3513731,120.00,1
C3513733,2277.00,1
C3513753,770.00,1
C3513776,1000.00,1
C3513849,7200.00,1
C3514576,27.00,1
C3514578,85.00,1
C3514615,80.00,1
C3514735,1795.00,1
C3514741,414.00,1
C3514871,46.00,1
C3514878,275.00,1
C3514968,3000.00,1
C3515083,2095.00,1
C3515342,50.00,1
C3515376,9462.50,1
C3515430,147.00,1
C3515438,4551.00,1
C3515652,477.00,1
C3515720,200.00,1
C3515757,100.00,1
C3515770,4200.00,1
C3516023,1646.00,1
C3516418,957.00,1
C3516482,57.00,1
C3516726,2999.00,1
C3516779,860.22,1
C3517062,210.00,1
C3517091,100.00,1
C3517128,535.00,1
C3517257,200.00,1
C3517380,859.00,1
C3517419,4540.00,1
C3517465,1450.00,1
C3517571,50.00,1
C3517589,2637.00,1
C3517670,1544.00,1
C3517743,200.00,1
C3518256,480.00,1
C3518412,2906.00,1
C3518419,50.00,1
C3518622,400.00,1
C3518645,25.00,1
C3519023,1200.00,1
C3519088,356.50,1
C3519169,1000.00,1
C3519230,300.00,1
C3519775,2050.00,1
C3520225,147.00,1
C3520323,599.00,1
C3520348,700.00,1
C3520465,791.00,1
C3520471,477.00,1
C3520611,200.00,1
C3520692,540.00,1
C3520728,7.00,1
C3520749,50.00,1
C3521485,300.00,1
C3521536,5664.00,1
C3521541,11.00,1
C3521647,297.00,1
C3521965,30000.00,1
C3522371,10.00,1
C3522434,1100.00,1
C3522632,928.04,1
C3523075,400.00,1
C3523125,255.00,1
C3523191,225.00,1
C3523272,6600.00,1
C3523574,1423.31,1
C3523880,100.00,1
C3523952,110.00,1
C3523962,149.00,1
C3524085,818.00,1
C3524291,809.00,1
C3524658,1000.00,1
C3524926,476.00,1
C3525190,389.00,1
C3525280,1578.00,1
C3525311,375.00,1
C3525411,404.60,1
C3525487,100.00,1
C3525737,20.00,1
C3525755,3285.00,1
C3525979,675.00,1
C3525992,1000.00,1
C3526088,25.00,1
C3526547,2530.00,1
C3526586,3444.00,1
C3526656,200.00,1
C3526679,50.00,1
C3526747,59.00,1
C3526872,70.00,1
C3527178,10000.00,1
C3527350,989.00,1
C3527556,500.00,1
C3527588,483.87,1
C3527649,139.00,1
C3528187,336.00,1
C3528278,294.00,1
C3528412,2157.00,1
C3528488,150.00,1
C3528752,210.00,1
C3528812,534.35,1
C3529024,142.00,1
C3529060,600.00,1
C3529161,8330.00,1
C3529179,138.00,1
C3529385,3000.00,1
C3529624,110.00,1
C3529962,2700.00,1
C3530120,1.00,1
C3530421,40.00,1
C3530537,3667.24,1
C3530864,300.00,1
C3530962,1728.00,1
C3531173,100.00,1
C3531360,350.00,1
C3531373,290.00,1
C3531471,1168.00,1
C3531474,200.00,1
C3531656,435.00,1
C3531731,1149.00,1
C3531771,425.00,1
C3531829,166.00,1
C3532282,26.00,1
C3532333,500.00,1
C3532543,632.00,1
C3532682,188.00,1
C3532745,535.85,1
C3532777,453.00,1
C3532830,815.00,1
C3533042,100.00,1
C3533191,264.00,1
C3533825,1000.00,1
C3533911,1500.00,1
C3533991,297.75,1
C3534011,800.00,1
C3534191,30.00,1
C3534478,290.00,1
C3534622,345.00,1
C3534720,300.00,1
C3534952,685.00,1
C3535283,119.00,1
C3535756,474.00,1
C3535850,480.00,1
C3535873,699.00,1
C3535945,200.00,1
C3535973,500.00,1
C3536038,65.00,1
C3536170,67.00,1
C3536187,421.00,1
C3536243,93.00,1
C3536249,340.00,1
C3536777,300.00,1
C3537046,500.00,1
C3537289,10.00,1
C3537334,100.00,1
C3537562,490.00,1
C3537674,2792.00,1
C3537682,1000.00,1
C3537713,4512.00,1
C3537764,200.00,1
C3537841,100.00,1
C3538333,50.00,1
C3538447,400.00,1
C3538462,1967.00,1
C3538638,320.00,1
C3538890,699.00,1
C3538928,695.00,1
C3539060,942.00,1
C3539078,320.00,1
C3539337,2516.00,1
C3539562,30.00,1
C3539784,200.00,1
C3539881,4099.00,1
C3540037,102.00,1
C3540089,32.00,1
C3540157,800.00,1
C3540221,30.00,1
C3540256,100.00,1
C3540689,100.00,1
C3540848,140.00,1
C3540877,504.00,1
C3540911,173.43,1
C3540990,730.00,1
C3541177,300.00,1
C3541263,20.00,1
C3541281,12.00,1
C3541364,447.00,1
C3541440,60.00,1
C3541664,20.00,1
C3541723,183.23,1
C3542088,215.00,1
C3542223,3390.22,1
C3542367,2408.00,1
C3542451,9400.00,1
C3542574,655.20,1
C3542687,5250.00,1
C3543425,518.42,1
C3543679,100.00,1
C3544035,1267.00,1
C3545757,250.00,1
C3546071,191.00,1
C3546463,198.00,1
C3547242,6209.00,1
C3547360,20.00,1
C3547382,107.00,1
C3548992,1200.00,1
C3549863,225.00,1
C3551581,280.00,1
C3552142,625.00,1
C3552374,6438.00,1
C3555758,19.00,1
C3557355,13.65,1
C3558063,3223.00,1
C3559717,100.00,1
C3559819,20.00,1
C3559872,401.00,1
C3562138,190.00,1
C3563918,2360.00,1
C3564039,200.00,1
C3564251,534.00,1
C3573129,50.00,1
C3573688,50.00,1
C3574931,10000.00,1
C3576261,510.00,1
C3577464,2969.96,1
C3578792,291.00,1
C3580137,160.00,1
C3580346,95.00,1
C3583363,100.00,1
C3590969,452.00,1
C3593686,31.00,1
C3596856,20.00,1
C3599674,146.00,1
C3610222,531.24,1
C3610327,100.00,1
C3610465,4.00,1
C3610531,100.00,1
C3611048,100.00,1
C3611313,70.00,1
C3611677,1000.00,1
C3612341,795.00,1
C3612525,1878.00,1
C3612564,1476.00,1
C3612672,395.00,1
C3612680,1809.00,1
C3612727,160.00,1
C3612753,70.00,1
C3612827,1194.03,1
C3612839,5.00,1
C3612927,56516.60,1
C3612968,360.00,1
C3613134,200.00,1
C3613150,2000.00,1
C3613774,264.60,1
C3614032,3600.00,1
C3614074,1000.00,1
C3614164,655.00,1
C3614256,18.00,1
C3614369,100.00,1
C3614422,240.00,1
C3614490,199.00,1
C3614512,200.00,1
C3614758,181.00,1
C3615071,3043.00,1
C3615286,159.00,1
C3615322,4480.00,1
C3615546,981.00,1
C3615556,6070.00,1
C3615627,899.00,1
C3615937,200.00,1
C3615970,1418.50,1
C3616173,364.00,1
C3616179,1730.51,1
C3616372,250.00,1
C3616446,1000.00,1
C3616467,43.00,1
C3616562,349.00,1
C3616823,390.00,1
C3617077,2995.00,1
C3617332,147.00,1
C3617419,860.00,1
C3617512,150.00,1
C3617530,170.00,1
C3617853,50.00,1
C3618022,1000.00,1
C3618151,1686.34,1
C3618378,500.00,1
C3618426,793.00,1
C3618463,303.46,1
C3618528,1230.00,1
C3618575,271.00,1
C3618617,150.00,1
C3618645,1838.86,1
C3618754,30.00,1
C3618768,25.00,1
C3618840,240.00,1
C3618923,250.00,1
C3619089,100.00,1
C3619111,175.00,1
C3619242,100.00,1
C3619326,100.00,1
C3619453,2500.00,1
C3619624,5510.00,1
C3619661,1133.00,1
C3619787,1146.95,1
C3619822,100.00,1
C3620114,449.00,1
C3620337,400.00,1
C3620716,8450.00,1
C3620751,21.00,1
C3620754,30.00,1
C3620875,1000.00,1
C3620935,4000.00,1
C3621163,1000.00,1
C3621572,1.00,1
C3621575,6439.00,1
C3621679,343.75,1
C3621730,100.00,1
C3621929,500.00,1
C3621990,30.00,1
C3622036,855.00,1
C3622065,95.00,1
C3622151,50.00,1
C3622177,262.00,1
C3622233,200.00,1
C3622342,80.00,1
C3622439,300.00,1
C3622642,479.00,1
C3622872,2273.00,1
C3622917,725.00,1
C3622936,1499.00,1
C3623418,456.00,1
C3623456,1312.00,1
C3624668,1503.40,1
C3624751,200.00,1
C3624788,30.00,1
C3624888,25000.00,1
C3624979,250.00,1
C3625026,2087.00,1
C3625182,18.00,1
C3625247,390.00,1
C3625271,335.42,1
C3625416,100.00,1
C3625465,1700.00,1
C3625573,4000.00,1
C3625584,1072.00,1
C3625780,2490.00,1
C3625840,300.00,1
C3625885,202.33,1
C3625886,5141.00,1
C3625968,330.00,1
C3626163,577.00,1
C3626286,399.00,1
C3626814,100.00,1
C3627246,430.00,1
C3627328,1899.00,1
C3627441,120.00,1
C3627561,125.00,1
C3628079,2389.35,1
C3628151,245.00,1
C3628227,1547.36,1
C3628444,1052.00,1
C3628452,1789.00,1
C3628948,99.50,1
C3629227,115.30,1
C3629383,239.00,1
C3629623,340.00,1
C3629750,99.00,1
C3629817,812.00,1
C3629854,1000.00,1
C3629946,134.00,1
C3630214,447.00,1
C3630277,472.00,1
C3630311,300.00,1
C3630312,30.00,1
C3630478,215.00,1
C3630583,650.00,1
C3630628,1100.00,1
C3630631,275.00,1
C3630724,1711.84,1
C3630983,500.00,1
C3631078,5200.00,1
C3631161,50.00,1
C3631266,150.00,1
C3631352,10360.00,1
C3631541,2004.00,1
C3631764,1677.65,1
C3631829,60.00,1
C3632125,1100.00,1
C3632263,233.00,1
C3632417,50.00,1
C3632629,27.00,1
C3632863,100.00,1
C3633671,427.00,1
C3634048,400.00,1
C3634065,34.00,1
C3634232,80.00,1
C3634275,300.00,1
C3634317,605.00,1
C3634323,36.00,1
C3634474,500.00,1
C3634562,50.00,1
C3634656,125.29,1
C3634739,2400.00,1
C3634871,1963.00,1
C3634937,576.00,1
C3635020,3760.00,1
C3635290,817.00,1
C3635813,2717.00,1
C3635962,1943.00,1
C3636015,10000.00,1
C3636027,33.00,1
C3636172,225.00,1
C3636422,1035.01,1
C3636558,160.00,1
C3637152,1000.00,1
C3637643,869.00,1
C3637831,507.00,1
C3637919,125.00,1
C3638642,297.00,1
C3639024,663.00,1
C3639751,549.00,1
C3639757,4230.00,1
C3639864,200.00,1
C3639865,97.00,1
C3640064,546.00,1
C3640239,1170.00,1
C3640245,339.00,1
C3640256,100.00,1
C3640351,840.00,1
C3640437,2665.00,1
C3640448,655.00,1
C3640725,20.00,1
C3640831,2195.00,1
C3640849,1590.00,1
C3641042,4368.00,1
C3641280,500.00,1
C3641342,36.00,1
C3641380,50.00,1
C3641481,1316.00,1
C3641532,100.00,1
C3641636,743.00,1
C3641722,1699.00,1
C3642048,1000.00,1
C3642146,100.00,1
C3642378,297.20,1
C3642763,238.00,1
C3642858,869.00,1
C3642863,771.00,1
C3642882,799.02,1
C3642888,1752.14,1
C3643086,200.00,1
C3643651,1220.00,1
C3646539,26000.00,1
C3650027,2648.00,1
C3650036,675.00,1
C3650142,78.00,1
